date,bases,open_access_bases,bytes,open_access_bytes
"02/09/2011",78599534452702,67765230876199,142960742665906,125344645831374
"02/10/2011",80206362763647,69269751849204,145221538748749,127562765417445
"02/11/2011",83873711936333,70992785937627,147190600645796,128670912838557
"02/12/2011",83904404011965,71023478013259,147237474040530,128717786233291
"02/13/2011",83916198512615,71035272513909,147245371747695,128725683940456
"02/14/2011",83985348301482,71104422302776,147292512104169,128772824296930
"02/15/2011",84961369679879,71497414288597,147991862762253,129307973585134
"02/16/2011",85327112111317,71863156720035,148318241960873,129634352783754
"02/17/2011",86258499957776,72794544566494,148934345800287,130250456623168
"02/18/2011",86320037901613,72856082510331,148987485339491,130303596162372
"02/20/2011",86629706722007,73165751330725,149782914598997,131099025421878
"02/21/2011",86630032068733,73166076677451,149783638762692,131099749585573
"02/22/2011",86671214403714,73207259012432,149816852149785,131132962972666
"02/23/2011",86818800647587,73354845256305,149939174065580,131255284888461
"02/24/2011",87071357605905,73607402214623,150062570397247,131378681220128
"02/25/2011",87355051648146,73891096256864,150578223208886,131894334031767
"02/28/2011",89471779722079,73903021010879,151488651867191,131905172520027
"03/01/2011",92028804025738,74245189248215,152757867689507,132180234660650
"03/02/2011",92814184133796,74248361277105,153116478639200,132182770539146
"03/03/2011",94029351361930,74365008074799,153683899578441,132253010671024
"03/04/2011",94037302109503,74372958822372,153689097678659,132258208771242
"03/07/2011",96162646158392,74373267846370,154533362307029,132258886851445
"03/08/2011",96934671157022,74398722390104,154836847562947,132273291920881
"03/09/2011",97883270679236,74444165333114,155212704232416,132303398337509
"03/10/2011",97982760147379,74543654801257,155287219282072,132377913387165
"03/11/2011",98382441967046,74863247673940,155540116541805,132597624814495
"03/12/2011",100497172978115,76977978685009,156999960547532,134057468820222
"03/14/2011",101514423948753,77730889746907,157607335639775,134547344397463
"03/15/2011",103040516915159,79256982713313,158762008136541,135702016894229
"03/16/2011",103284871375662,79500851015832,158973907812202,135912848556909
"03/17/2011",104738395015747,80097110480752,159684939415838,136309255005950
"03/18/2011",113089316811617,86119020647731,164743586742191,140567502940638
"03/20/2011",113223552317538,86119020647731,164780956678581,140567502940638
"03/21/2011",113420460400317,86315899324722,164911867221708,140698340982309
"03/22/2011",113485326675506,86380655638348,164962677201719,140748906197577
"03/23/2011",113725694149942,86576585203531,165124945948186,140887876064153
"03/24/2011",113761789359076,86612680412665,165147199642667,140910129758634
"03/25/2011",114609765253156,87460609008987,165757182465257,141520001527710
"03/26/2011",114616735468263,87467579224094,165765034010871,141527853073324
"03/27/2011",114620030249272,87470874005103,165773040048185,141535859110638
"03/28/2011",114889581584885,87740425340716,166003292113114,141766111175567
"03/29/2011",114944107168485,87794950924316,166043443909679,141806262972132
"03/30/2011",115319469904763,88170303575960,166256221526780,142019015874109
"03/31/2011",115699880100798,88550713771995,166439691285353,142202485632682
"04/01/2011",117746020501863,90596854173060,167911991762680,143674786110009
"04/02/2011",117782432483972,90633266155169,167939899040027,143702693387356
"04/03/2011",117894128137609,90744961808806,168031050735558,143793845082887
"04/04/2011",118194443789240,91045277460437,168244278082356,144007072429685
"04/05/2011",118732946782842,91583780454039,168640204319400,144402998666729
"04/06/2011",119289774009587,92121366578355,169066251025259,144801269842779
"04/07/2011",119411034123942,92242626692710,169178229736031,144913248553551
"04/08/2011",119630424588279,92462012534001,169319470686213,145054478926502
"04/09/2011",119812932360119,92644520305841,169450399766898,145185408007187
"04/10/2011",120030505375127,92862093320849,169628347203889,145363355444178
"04/11/2011",120612715115056,93444303060778,170012305550976,145747313791265
"04/12/2011",120633334124991,93464922070713,170028987749347,145763995989636
"04/13/2011",120725825028498,93557412974220,170094370932420,145829379172709
"04/14/2011",120761938578049,93593526523771,170118270467362,145853278707651
"04/15/2011",121930402430001,93605727930413,170967672708686,145866293938494
"04/16/2011",121935951509277,93611277009689,170980566507163,145879187736971
"04/18/2011",122062573090502,93737898590914,171047696119131,145946317348939
"04/19/2011",122063202208136,93738523328778,171049241400784,145947853189086
"04/20/2011",122069041907200,93744363027842,171053789645935,145952401434237
"04/21/2011",122119748698523,93795069819165,171083958513374,145982570301676
"04/22/2011",122126827947805,93802149068447,171091195614353,145989807402655
"04/23/2011",122136818310749,93812139431391,171097005402414,145995617190716
"04/24/2011",122137205480760,93812526601402,171097918720905,145996530509207
"04/25/2011",122141220985359,93816542106001,171100623795494,145999235583796
"04/26/2011",122433565191005,94108434747983,171279420294104,146177008450530
"04/27/2011",122689267639767,94363973929031,171484131096239,146381358511655
"04/28/2011",123415671763580,95090378052844,171947676252818,146844903668234
"04/29/2011",123929561130834,95604267420098,172251432512802,147148659928218
"04/30/2011",124266960479480,95941666768744,172422312461807,147319539877223
"05/01/2011",125072746116249,96747452405513,173130527010448,148027754425864
"05/02/2011",125110404337719,96784427958158,173159791935331,148055485436571
"05/03/2011",125301800847883,96975824468322,173273014898594,148168708399834
"05/04/2011",125437396841980,97099150215524,173369162518493,148256579619344
"05/05/2011",125656592901193,97318346274737,173539936179918,148427353280769
"05/06/2011",125815286827229,97476877177097,173633918116596,148520976210563
"05/07/2011",125815767961095,97477358310963,173634917712800,148521975806767
"05/08/2011",125815805557822,97477395907690,173635006106957,148522064200924
"05/09/2011",125837932688302,97499297629145,173647164326215,148533706192130
"05/10/2011",127304377978588,98965742919431,174708586550572,149595128416487
"05/11/2011",127341431305463,99002796246306,174741927257835,149628469123750
"05/12/2011",127524483906950,99185848847793,174880338570574,149766880436489
"05/13/2011",127599532829956,99260897770799,174927528788119,149814070654034
"05/14/2011",127604872417049,99266237357892,174942267584795,149828809450710
"05/16/2011",127612953388374,99274318329217,174947885127360,149834426993275
"05/17/2011",127782523914971,99443888855814,175069607555129,149956149421044
"05/18/2011",127889771602475,99551134643669,175150949765946,150037485573511
"05/19/2011",128509228843065,99563627985893,175448110613255,150046126770972
"05/20/2011",128518594693579,99572993458083,175456705570879,150054720071013
"05/21/2011",128519861462611,99574260227115,175460405726046,150058420226180
"05/22/2011",129482296660151,99663455422187,175938953244704,150124231328316
"05/23/2011",129834334112119,99879797432079,176199887696486,150319825137130
"05/24/2011",130205419598173,100037862546727,176400201440790,150418294752963
"05/25/2011",130799071142994,100084542253385,176690977644436,150444789672739
"05/26/2011",131272503432041,100098011547484,176945852020166,150477541537873
"05/27/2011",131358447308945,100183955424388,177046740073680,150578429591387
"05/28/2011",131360263885829,100185772001272,177049099188811,150580788706518
"05/30/2011",131371184506478,100196692621921,177055859811171,150587549328878
"05/31/2011",131393615340598,100219123456041,177074254753183,150605944270890
"06/01/2011",131611541628215,100437047942321,177309630152245,150841313413116
"06/02/2011",132100562178523,100926068492629,177669335683476,151201018944347
"06/03/2011",132305466789973,101130973104079,177803654618881,151335337879752
"06/05/2011",132497355034653,101322861348759,177919901280735,151451584541606
"06/06/2011",133948633401222,101428382929447,178618452347310,151515192318914
"06/07/2011",134028394637152,101487519856498,178662797872100,151549729989077
"06/08/2011",134835936271499,101913177689832,179104144288809,151809238817318
"06/09/2011",135276233879401,102353475297734,179391474918475,152096569446984
"06/10/2011",135318870623044,102396112041377,179427117110579,152132211639088
"06/12/2011",135327485012914,102404726431247,179432571280435,152137665808944
"06/13/2011",135332426857263,102409666196578,179437138659927,152142227212275
"06/14/2011",135477409801165,102554646876012,179545586937823,152250670341286
"06/15/2011",135739061091955,102816298166802,179709406556353,152414489959816
"06/16/2011",135810795900489,102888032975336,179761754798241,152466838201704
"06/17/2011",135924054778189,103001291853036,179826663404386,152531746807849
"06/19/2011",135959913783382,103037150858229,179869149698043,152574233101506
"06/20/2011",135970200456393,103047437531240,179876498051736,152581581455199
"06/21/2011",135973957932333,103051195007180,179879038395931,152584121799394
"06/22/2011",136164190443471,103241427518318,180047632576527,152752715979990
"06/23/2011",136337965428704,103415194526226,180282512110121,152987577028963
"06/24/2011",136550246831673,103627437586918,180415981996748,153120959687622
"06/25/2011",136843474748329,103920665503574,180598135586245,153303113277119
"06/26/2011",136866442634341,103943633389586,180612773811321,153317751502195
"06/27/2011",136894335596937,103971526352182,180631352147529,153336329838403
"06/28/2011",137442454691693,104519645446938,181077557584532,153782535275406
"06/29/2011",138006777274689,105083968029934,181539531518174,154244509209048
"06/30/2011",138121071140448,105198261895693,181694273773842,154399251464716
"07/01/2011",138154416818762,105231607574007,181733574476648,154438552167522
"07/02/2011",138985129279656,106062320034901,182249044422722,154954022113596
"07/04/2011",138992062321010,106069253076255,182253749199695,154958726890569
"07/05/2011",139451547002697,106528737757942,182588369814429,155293347505303
"07/06/2011",139681792867261,106758983622506,182733011282035,155437988972909
"07/07/2011",139816679036132,106893869791377,182823796945953,155528774636827
